,Review
1615,"going to barsetshire is a delightful book, and a much-needed accompaniment to the thirkell novels.  ms. snowden obviously spent a great deal of time reading the 29 novels in thirkell's barsetshire series, and has produced a companion to the series that makes it very easy to keep track of the characters, places, and cultural references, especially for an american who is not well versed in mid-20th century english esoterica.  i also enjoyed the writing style and the well-chosen quotes.       in addition to the book's comprehensive content is its straightforward layout and user-friendly format. this exemplary reference guide is not a flashy publishing house production, but instead keeps with the simple charm of barsetshire in its quality and overall appearance. the original cover art, showing an idyllic barsetshire scene, is lovely.       i heartily recomend the book to all thirkell fans
"
754,"house poor identifies the key issues consumers need to know to survive the current volatile housing market.  the style is brisk and understandable, and the information is focused and useful.  unlike books that try to entice readers with promises of getting rich quick by investing in real estate, house poor gives suggestions about how to invest prudently and warns readers about the dangers of becoming overextended.  when activity in many housing markets begins to decline from its current unsustainable level, many people will wish they had read the advice in fletcher's book. 
"
1154,"ok i havent read it yet, and it will take some effort to do so. the pages are yellowed, they are cut uneven(a first for me to witness!!)
i have ordered 3 books on chinese issues, and 2 have been scams. ok, there's a lesson there somewhere - buyer beware, especially concerning chinese items!!!
their economic strategy revolves around/ begins with cheap materials!
buyer beware
"
1915,"this fantastic re-imagining of the avengers is best consumed in this form. yes there are too many pop culture references, yes the hulk is a little goofy and the ultimate nick fury has virtually nothing in common with his regular universe counterpart but i think once your done with this gigantic, thirteen issue epic powerhouse you wont have much left to complain about. this story arc takes the alternate universe avengers from their creation to their first major victory, ill let someone else spoil it for you but its good. the second volume is juuuust about complete as of november 2006 and is pretty amazing as well. this is the best that the ultimate universe has to offer, is one of the few titles exploring fairly original ideas and has not been reworked specifically to appeal to teenagers, no inline skates, teen angst, or first love in this one. 

millar and hitch are a great creative team but their ability to make deadlines is positively absurd. these thirteen issues took the better part of three years to be released and i read every one of those issues as it was released on the news stand. my wife got her msw in the time it took the skrull war to unfold, it sucked and the new series isnt much better. thankfully it has only one issue to go, hopefully well get it before theres a new president in the whitehouse. removed from the delays the series is a pretty impressive achievement, the art is top notch and the story is positively crackin! yes it's ""just"" a super hero comic but its one of the best, so if you like the medium and are lucky enough not to have read it yet do yourself a favor and check it out, and keep an eye out for the second series hardcover
"
1424,"while i think the basics of the book are good, i don't like how fat-free items are treated as always being the best option.  i did much better on the south beach diet, where good fats in moderation is emphasized as well as natural foods.  fat is what makes us feel satisfied.  after years of trying to diet by limiting fat, it was a revelation to me i could lose weight without feeling hungry and deprived.  an omelette made of egg whites and fat-free cheese is not at all satisfying and not necessary.  secondly, many foods are altered in a negative way to make them low-fat.  i just noticed this week that cool whip lite has high fructose corn syrup and hydrogenated vegetable oil as two of it's top ingredients.  this can't be better for you than actual cream.  i also prefer the book ""french woman don't get fat"", which emphasizes enjoying food by eating smaller portions of good, natural food when it's in season.  the pleasure of good food makes you stop thinking diet and start thinking about lifestyle.  i feel that the g.i diet is oversimplified and written to appeal to an audience that has never thought about eating right before.  i think this book is  about the mechanics of healthy eating when the cause of overeating is a lot more complicated.  it certainly can help get people on the right track, but i think there are better books available. 
"
898,"once i got super glue on my fingers and i tried everything!! and i could'nt get it of so i got out the book and it gave me the soultion
"
840,"watson and crick pilfered the data of rosalind franklin (unbeknownst to her) and her data then led them to their ultimate discovery of the double-helix nature of dna. instead of acknowledging her with praise, watson goes on to belittle her and cast her in dark tones without understanding the context in which she was working (ie, a woman working in male-dominated science n the 1950's) -- a classic case of reaction formation. maybe a brilliant man but with poor insight into human relationships
"
527,"digital photography is a fast-moving target, and this book manages to keep abreast of the latest changes with valuable information that's vital for anyone doing digital photography.  it explains all the key concepts clearly and completely, with lots of advice on getting the best photographs with any type of digital camera.  i would have liked additional coverage of digital slrs, but i have found that elsewhere, and still prefer complete digital photography's treatment of the broader topics
"
1931,"if you have had any exposure to good literature, you will find this novel nearly insufferable. the symbolism is cliche, narrative style predictable and unoriginal, and the book as a whole is this woman's self-indulgent notion that the story of her family makes a good read. if she had any creative ability, she could use her family history as a starting point, but she does very little to distinguish her writing as exciting and fresh. dull, dry, predicatable, callow, and unfortuantly a requirement from a lit professor who has insulted my eight semesters as an english student
"
753,"i've been a skating fan for many years, and would recommend this book to everyone!  i thoroughly enjoyed the inside look at brian boitano's career, from start to present.   it's easy to read, so one can browse through it  like a newspaper or magazine.....but it's also stuffed full of valuable  information about the technical aspects of skating and the &quot;behind the  scenes&quot; preparation activities for competitive skaters.    the  beautiful pictures lend itself to being picked up and enjoyed again and  again!  hats off to brian boitano, suzanne harper, and all the people who  helped create this treasure for my coffee table
"
1708,"the novels in this series are not the escapist fantasies that many associate with the arthurian legends. they are, in fact, historical fiction at its best. whyte has gone to great lengths to not only ensure historical accuracy, but to weave the stories into historic events. the first six novels in the series (that is all i have read, though it appears that there are two or three more) give a wonderfully plausible explaination for the genesis of the arthurian legend. but the beauty of the books is in whyte's prose. a scottish poet, he uses the language beautifully and creates characters so vivid and multidimensional that we forget the 1600 between their time and ours.
these books will not insult your intelligence, and they prove that one does not need to suspend the laws of physics or distort the facts of history to find magic in the arthurian legend.
"
136,"the book and accompanying dvd are being used in a class i am taking on photoshop elements 4.  both of them make it much easier to understand what 4 is capable of and how to use the program, especially the tools.  without instruction, complimented by 1 on 1, i would not be able to use even a small percentage of the power of 4. 1 on 1 goes step by step in 12 chapters of ""how to"" fix, enhance, organize, and share photos
"
1894,"melrose larry green's book is full of quotes.  quotes and information used to back up points are good things.  he appears to have researched by surfing the internet, watching television and legally incorporating the opinions of others.  this is all fine and acceptable.

the problem with ""why the clintons belong in prison"" is when the author (cut and paste expert) attempts his own narrative, which is sporadic, jumpy and poorly edited.  his points are not linear, and show the author's attention deficit.  with a proper literary team, this book could have been something of note but unfortunately it feels like a ""hit and run"" report and reads like a one-sided sensationalized talk radio program.  
"
150,"this book contains reproducible mini-books, bingo cards, flash cards, some word search puzzles and fill-in activities.  in my opinion, the fill-ins are a bit too challenging.  i even had trouble with them.  the only thing in this book really ""worth it"" that i couldn't make as well myself, are the mini-books.  the mini-books each contain several different sight words, so they seem to me to be more effective for review of words the student has already learned than in the initial learning of them
"
1092,"this book is similar to going to a poor movie sequel. there is nothing new and it bores you with percentages.  the title and cover are the best aspects of the book - once you open it and begin reading, it quickly goes downhill.  save your money - i wish i had
"
992,"seems amidst the turbulence and brouhaha of that james frey fiasco, anybody who now pens their auto-bios have to first be as famous and beloved as billy crystal.  but then they can only put out the cotton-candy coney island fluff as '700 sundays' is.  

granted, the book is based on crystal's highly-praised tony award winning theatrical performance about time with his father and relatives when growing up during the 50s et al.  but it's nothing more than an appetizer to fill in and/or tide one over during the day and night kaddish.  yet in ripping a page out of billy's book, it's not hard to imagine how that rapid-fire exchange between him and his agent went.  it probably went something like:
 
""hey, bubby, how about writing a book talking about your 700 sundays with your pop?""

""well, i'm not a writer per se.  i just jot down a few notes here and there, and then go out and perform the material on stage.""

""so here's a few blank pages of paper; write down what you have.""

""it'll only be 45 maybe 50 pages at most; and it sounds and looks much better than it reads.""

""don't worry, bubby, i know people who know people who...you get the idea...at the publishers.  here's their recipe: they'll take your 50 wholesale pages and spread `em out across 180 retail pages.  'how?' may you ask!  well, they'll cut `em in half, then cut `em in half again.  and using big ink letters so even grandmas can read it without their glasses; surround it by a whole lot of white space; toss in some pictures at different angles from your family album -- slap it all together between two hardcovers...it'll be just fine.""

""yes, but...""

""don't worry.  consider it like a vintage bottle of mogen david 20/20 wine, aged a few months before it makes it to the shelves of your favorite corner liquor store hangout.  in this case, the local bookstores.  oh, and make sure you give `em just enough to whet their taste buds; leave `em wanting more and thirsty for more.  people'll drink it up.""

""yes, but...""

""don't worry, face.  everybody loves ya.  just toss in a few tidbits from your routines about satchmo and mantle, you'll be all right.  don't forget now, we've got the sequels all lined up for ya too. y'know `700 mondays;' then `700 tuesdays' and so on.  yes'sir, i can see it all now:  we've got the lock on all those 700 days of the week shtick.  oh, and we'll do some holiday editions too, starting with `700 hanukkahs!'

""you're still friends with that kid, adam sandler, back from your snl days, aren't ya?!  yes, so we'll get you and him together to come up with new lyrics to that hanukkah song of his.  it'll be a great collaboration.  it's good to pass down the ladder to them other kids climbing up once you've made it. y'know god blesses and doesn't forget those things by them who do.  yes, ok, so we'll go ahead from there and do `700 passovers!'

""and it'll be an annual event too, dont'cha know.  just think, when people see chuck heston...may god keep a special place in heaven for him...when people see chuck heston and the ten commandments, they'll be thinking about you too, billy.  yes'sir, we'll have em crying and laughing every year on passover, you'll see.

""oh, and holy of holies, out of the deal we'll get `700 yom kippurs!'   you'll see.  but this will be only for our people, billy, you understand.  so you might have to dig deep to get material for it.  but that's what authors do, they dig deep.  but you already knew that, right?  can you dig it, man?  i knew that you could.

""yes, but...""

""don't worry, face, everybody loves ya!  your books don't have to be earth-shattering or thought-provoking or anything like that.  but hey listen, with a book deal, a books-on-tape deal, and who knows even a movie deal, we'll turn your little leaden bits into golden nuggets.  mark my words we will. 

""and say, since you haven't had a hit movie in awhile...no offense...we're going to get martin scorsese to produce and direct your life story.  yes, it'll be something like 'pinch me i'm still jewish: the billy crystal story' in widescreen and all that jazz.  it's what everybody in hollywood's doing right now.  yeah, no use waiting until your dying or dead already, billy - god forbid.  no, siree, bubby!!  

""so scorsese will do the movie on the cheap, because god knows the man deserves an oscar already.  you know it, i know it, we all know it, billy.  and not just an honorary or lifetime achievement either, but the really big one, see!  and just imagine, wouldn't it be something if you were hosting the awards ceremony and handed marty his own oscar?!  yes, well, we can schmooze on about all this stuff later.

""but for now, with the books and everything, you'll be a one-man franchise, yes you will!  you'll be on the new york times best seller list from now until forever!  it'll be great!!""

""yes, but...""

""oh and well, i didn't want to say anything just yet, but, okay, here goes: there might be plans to expand everything too!  listen, bubby, i know somebody who knows somebody who...you get the idea...over at the networks.  

""we can do a little chris rock in the neighborhood sort of thing.  we'll put a kid who looks and acts like you - about as tall as you - into the neighborhood that you and your family lived in, see.  

""and it's going to be a period piece too!  we'll introduce all the new kids to the stars of yesteryear -- y'know, cantor, jolson, jessel, durante!  throw in some goniffs and shiksas that the cast can work off of every week -- it'll be fun!  

""chris rock is great.  but you can be greater too.  listen, face, we'll make it a celebration.  something like 'growing up mazel tov!'  maybe we get 700 shows out of it.  maybe less, maybe more, but people will still love it anyway.  you'll see!""

""yes, but, well, i'm not really a writer/author.  i'm an entertainer, so why would i want to do any of this?""

""we could make a couple of dollars!""

""okay. i'm in!""

and so it went and so it goes.

final analysis: a so not looking mahvelous, better luck next time, with all due respect, sadly not recommended book. 

"
1050,"the authors have done an excellent job in explaining testing methodologies for component based software. black box and white box  testing methodologies have been explained particularly well.
test automation and automation tools are also covered in great detail. the book also describes integration testing, regression testing and performance testing quite well. overall, this is one of the most comprehensive text books on this subject. i highly recommend it for both students and software professionals.
"
787,"here's a good litmus test to show how good a book like ""breathing lessons"" is--nothing extraordinary happens and yet i did not want to put the book down.  there are no conspiracies to rule the world or cover up some dark secret.  there are no car chases, explosions, sex scenes (barely even any kissing), or exotic locations.  no one changes or has an epiphany.  almost nothing happens--maggie and ira go to a funeral and when they come back they try to reunite their son and former daughter-in-law but nothing changes at all.  to the average reader this book probably would seem really dull.  heck, if someone told me the plot of this book i'd think it was really dull too, but i didn't want to put it down.

the reason is that maggie and ira are so well-drawn and so familiar to me that they seem like people i know or could know.  i think i could go to the supermarket and run into maggie and ira, that's how real they seemed to me.  i suppose ther reason is that tyler allows me as the reader to know just about everything regarding these two characters and their two personalities just come through so transparently in the story that they don't seem like characters acting their parts; they seem like real people.

because of this, even though very little happens to maggie or ira and even though neither of them changes by the end of the book, i cared so much about them that i wanted to keep reading right through the end so i breezed through the novel in a few days.  in all honesty, what i really appreciate about this book is that it seemingly disproves almost everything i've ever read about how to write a book.  this is purely a character-driven novel with very little ""plot"" except for the death of maggie's friend's husband that gets the ball rolling.  everything else seems to happen so naturally as an extension of maggie's personality more than any artificially-generated plot twists.

it's hard for me to find any real faults with this book, except for the lengthy flashback near the end that perhaps goes on too long.  some people may call this boring or dull, but i would call it purely exceptional.  i loved this book and highly recommend it
"
877,"the author tries to bring both the biography of walsingham and a discussion of the birth of espionage together in the same book and succeeds at neither. it is a fine read if you would like a general overview of the time,  but, after reading the title and reviews, i was hoping for a detailed biography of walsingham  or much detail on how he created the group of people who became his information gatherers.  instead, it is a general overview of walsingham's life with references to the work that he did. there are some interesting facts that the author brings forward that the reader might not find elsewhere , but the majority of the reading is rehashed from biographies of elizabeth i. if you want details and a better understanding of walsingham the man, and his life work and actions, you will need to look elsewhere
"
713,"this book starts with the fundamentals of atomic structure and then builds on them until molecular orbital theory.  molecular orbital theory is developed for both organic and inorganic substances.  molecular orbital theory is used to explain the electronic structure of molecules, which is, of course, of fundamental importance to the chemist.

bonding theories for organic and inorganic models are developed and a brief treatment is given on the solid state at the end of the book.

this is a book that i often use as a reference.  this book is versatile enough to refresh the chemist about bonding ideas in both organic and inorganic areas.  it is not a particularly advanced book, but it was a pleasure for me to read and a good book to remind me of the basics when i need it
"
396,"this book, unlike morris's work on hillary, is actually worth reading, because its perspective and analysis of our 42nd president is fascinating. though the title is a little tiresome (and becomes especially so when morris continues to say throughout the book `why? because he could!') the book is a fast page turner.  

i particularly enjoyed morris's portrayal of clinton as one who only came to life around other people: if they were happy, he was, if they were in distress, he felt their pain. a master of reading people and changing according to their feelings, clinton was perfectly suited to becoming a president who ruled by polls. enter dick morris. as clinton's chief poller, he also became, at one time, his chief political advisor. and clinton needed one. 

as `my life' by clinton shows, the president had no overall strategy and failed to see events as interconnected. for him, each issue needed to be examined individually and with clinton, that was a laborious endeavor:  the prez had the painful habit of considering each argument with equal weight, and therefore was extremely indecisive and cautious to take action. result? fiasco's like waco, somalia, bosnia and health care reform. more seriously for the future: the loss of the congress to the republicans (over ten years now and counting) and the failure to stop bin laden.  

morris gives credit where credit is due though: clinton's work on welfare reform cut the roll books in half and the tough work on deficit reduction allowed the economic boom of the 1990s to take place. also interesting, was clinton's use of the presidency as a bully pulpit for families and education: an issue that was local politics, and therefore cost clinton nothing in the budget but brought in massive political capital. 

read this book before reading clinton's `my life'.  why? because morris points out the inconsistencies and just plain untruths contained therein.  also, morris says that the president's autobiography is the `rosetta stone' that decodes clinton. if that is the case, then morris is certainly the interpreter.   
"
1822,"the color tabs really help you know what section to look at. the only disadvantages of this field guide are that it doesn't document every species in north america and that the new national geographic field guide to the birds of north america, fifth edition has the blue grouse split into the sooty and dusky grouse making it more up to date!!!!!!!!!!!!!!! 

still, this field guide has many good things.
"
771,"...in the beginnig of the 1930's, the turks would have succeeded in making the whole world forget about the armenian genocide that took place in 1915/16.
 
 turkey did succeed in putting pressure on the us-government in 1933 though, when a movie was supposed to be made based on this book, so the then us-government again put pressure on mgm not to make this movie. a foreign government coerced censorship in the unites states: just imagine that! i hope the the making of the movie
"
1166,"the knot is an awesome book with everything you'd need to keep track of your your wedding planning.  i got this book and have been incredibly happy with it.  i recommend going to their website as well to find additional information:  theknot.com.  there is also a helpful website: createyourownweddingwebsite.com that walks you through how to create a wedding website for your special day. (that's how i found this book!)

i recommend buying this book!
"
1025,"peck relates growing up in rural/small town vermont with a best friend who gets him into lots of trouble. humor and pranks abound in between lessons learned
"
425,"it was 8 years after i took the sats but i still wish i had this book then just because the examples of the words are really practical and simply written
"
1650,"this book is loaded with the most recent medical findings and is organized as a referenced book, although i read it cover to cover. 
"
873,"what i learned in this book could have been placed on 1 page.  sure, business life is a challenge and your competitors are not your friends, but this book did not deliver on facts and details.  i don't see much difference between this book and the guru-books
"
372,"i am so sorry that i bought this book.  it is unfortunate that you do not have a penguin or everyman's library edition.  first of all the book is too large to read in bed.  secondly, whoever did the proofreading should be fired.  there are so many typographical errors that it really upsets and disturbs the reading.  if the postage were not so expensive from israel, i would return the book to amazon
"
469,"i was expecting this book to be a great story, but very disappointed. i cannot believe the publisher allowed the author to publish this book as it is. the book is insipid and dull,  has no flow, no story, or no plot. let me present an example. i have read many insightful newsweek articles by a writer allan sloan. for example, sloan describes a sprint merger event in this way, ""if talk is getting cheaper, why did mci worldcom pay $115 billion to buy sprint? the once staid phone companies have launched a merger blitzkrieg in an effort to emerge at the center of the wired world. can regulators handle the complex new order.....""  it has a clear logical axis, and has a force to attract readers into it. 

but jeter describes it like this,  ""the merger announcement of worldcom and sprint spurred building activity around worldcom headquarters as real estate developers readied for economic prosperity. the real estate inventory swelled with new planned unit....."" it always presents off-center, trivial detail which makes a reader bored. 70% of books are consumed to described a dry and dull fact, like ""the merger of company a & b raised the stock to $x"" etc. there is no insight here. 

but unfortunately, unlike enron scandal, there is no other book that centered on the worldcom scandal. you would get much better comprehension by collecting articles in newsweek or business week, if you have lexisnexis or ebiscohost.
"
448,"i love to read great books like brave new world by aldous huxley or far from the madding crowd by thomas hardy. i love the aeneid by virgil, the odyssey by homer. i read both long versions of les miserables and the hunchback of norte dame by victor hugo. i read the rise and fall of the roman empire by gibbons and gained much knowledge from doing so. i love to read.

but great expectations was a great disappointment! i was somewhat amused until chapter ten where i felt the book became psycho-babble. i was also disappointed in tale of two cities. i could not endure the first two chapters! dickens did a fine job on the christmas carol. but i will never read another of his books
"
436,"as with many of the ""for dummies"" series, controlling cholesterol is a well-executed overview of many issues relevant to cholesterol. author carol rinzler's light and humorous discussion ranges from a concise description of what cholesterol is, to many of the different approaches to lowering cholesterol and why ""target"" values for cholesterol can differ in different people. there's an especially helpful discussion on the effects of various popular diets like atkins', sugar busters, and protein power -- pluses and minuses of each.

""ten cholesterol myths"" in chapter 16 is a great discussion that can help clear up much of the murkiness surrounding cholesterol issues and can help answer many of the questions that i am asked when treating cholesterol in my patients (in my cardiology practice). 

one criticism: like all books about cholesterol, controlling cholesterol for dummies gives the reader the impression that high cholesterol is the only way to identify risk for heart disease, as well as a means of diminishing risk of heart attack. this is patently untrue, but not really a criticism of this book as it is of the standard thinking on cholesterol. there are better ways! nonetheless, this book does serve its intended purpose very well: educate the reader thoroughly on the conventional understanding of cholesterol.          
"
250,"i thought this book was supposed to help you construct a very useful and pretty small house on a budget.  i was wrong.  instead, it is about not too big houses where you spend tens of thousands, if not hundreds of thousands, on all kinds of architectural extravagances.  perhaps this book could have a subtitle:  how to spend a million dollars on a 1,500 square foot house.  if you are looking to build a house efficiently and cheaply, this is the wrong book
"
1921,"this was a hot mess, it was so boring i couldn't even finish the book, i passed it on to my cusion, and she said the same thing, i just gave the book away. my hopes were all high from flyy gryl, but thats the only good book that omar written. i was so upset by this that i actually wanted to write omar tyree myself and ask him what the hell was going on. i mean when you write a bad book chances are that no one is going to want to read the next book. i hate reading a bad book because i feel it is just a waist of my time, and i could've done somthing better. omar, you owe my 4 hours of a good book
"
119,"ive read many endtimes outlines. tcp isnt any good. go to fortbethel.com under books for much better guides. tcp put me to sleep
"
196,"i think halo 2 is more challenging, and its espesialy fun when you invite some buddys to play multyplayer even just 1 on 1 if you get it i would also wait for the multyplayer map pack wich will give you 9 new levels my final word is i hope you enjoy it as much as i did
"
1813,"suze orman is excellent in providing advise on all aspects of your financial present and future. it is full on tons of advise covering all avenues of your financial life. very helpful and resoruceful
"
1521,"this is the best reference i've seen for it interviews.  i've seen many of these questions at interviews and at one it appeared they had pulled questions from the book.  the technology specific questions are excellent
"
1401,"although the photographs are dated, the material is classic.  this book is a must for anyone who is involved with design or review of open spaces.  it shows how people use open space and identifies the common elements of  successful spaces.  while the elements all seem logical, the book shows how  we often fly in the face of logic when using these spaces.  the book  focuses primarily on plazas and small parks in new york city, but includes  a section for smaller cities with low rise buildings.  the information can  also be applied to parks in any size town.  this book is a facinating case  study in social ecology
"
417,"if you've read anything already about these techniques - writing it down, visualizing it, tithing - this book offers no additional insights. and despite his &quot;official religious disclaimer&quot; at the beginning of the book, it is packed to the rafters with the author's own religious dogma. if you share the author's religious outlook you may like this book, but otherwise it makes for very tedious reading
"
346,"this book melded two things i never thought i'd see in one book.  the salem witch trials and modern drug research.  sounds a little weird at first, but robin cook makes it work.

alot of mystery as well as some insight into the past of 17th century salem, ma make this a very engaging read.  

as with other books by robin cook, none of the characters is perfect which always makes his creations easier to relate to, no matter how rich, smart, etc, they may be.

great read! very exciting endin
"
1857,"one of the most interesting classical texts. if you are interested in greek myth, legend, history and culture, you must read this series 
"
354,"bob quinn is definitely one of the most profound writers on change in this era. but his work is not for the faint of heart because he challenges each of us to start change initiatives in the place we'd least like to go -- inside ourselves. i found this an incredibly powerful book. i've used sections of it with my ""change management"" classes for several years and i know it has a tremendous impact on students, who like most managers have grown up unconsciously believing that change always needs to start with the other guy. if you want a simple formula for change, don't buy this book. although it is full of practical, actionable ideas, ""change the world"" addresses change at a profound level that asks readers to reflect seriously on what they stand for. it's a very difficult but rewarding assignment
"
633,"over 20 years after it was published, the story of the israeli attempt to eradicate massive and repeated terrorist attacks emanating from the plo (bubba's/jacques/un's buddy yasser) in lebanon is no less important.  interestingly, lebanon is still struggling to rid itself of syrian occupation.  they have gone from the vegan dictator hafez assad murdering opponents and journalists to the syrian optometrist dictator murdering opponents and journalists (another killed last week 7/2005).

in this review, i will attempt to explain the story, the left-wing/doves reporter's views (and on so many levels his mistakes), and most importantly to americans who love and support israel, the correlation between israel's actions and our ""war on terror.""

first to the journalists, the main one being the left wing newspaper haraatz ze'ev schiff.  as the brilliant reviewer givbatam3 points out nearby, mr. schiff is a member of the israeli left/dove/peace now group.  this ""coalition"" consists of myopic people (with all due respect) that don't seem to understand good and evil.  just as our great president bush was criticized for denouncing the ""axis of evil"" (he forgot to mention syria and the house of saud), these doves conveniently choose to ignore the problems with cooperating with our/their enemies.  this is what lead to the fraudulent oslo accords and the creation of the terrorist supporting palestinian authority.  it is this ""authority"" that unleashed a wave of terror on israel immediately after clinton helped the murderer arafat receive a nobel peace prize.  fittingly, arafat walked away from the clinton/barak  plan in 2000, which would have created a palestinian state, which to this day (7.8.05) does not exist despite the charade of the road map.  the authors accuse prime minister sharon of illegally leading israel into the war in lebanon.  most of the books i've read about israel seem to have been written by journalists out to discredit sharon.  he seems to be the donald rumsfeld of israel.  i don't live there so it is impossible for me to get a read on the situation, but he was democratically elected, so most of the voters must disagree with the left's assessment of mr. sharon (yes, i know his ""disengagement"" is an illegal abomination, more on that later.  wear orange to support the settlers.)

on page 39, mr. ze'ev describes sharon as ""a cynical, headstrong executor who regarded the idf as his personal tool for obtaining sweeping achievements-and not necessarily defensive ones-and a minister prepared to stake the national interest on his struggle for power.""  those would prove to be the ""kindest"" words he would have for mr. sharon.  on page 58, he accuses sharon of implementing a quasi-coup d'etat.

and on and on it goes.  the author also accuses sharon of duping the american government, details forthcoming.

later on, we learn of the ""courageous, freedom fighter"" (my emphasis) arafat's decision to deploy all palestinians including 12 year old boys to kill israelis.  of course, to this day the pa affiliated fatah and other groups use children to murder israeli civilians (the best non-child attack recently was the palestinian woman who was granted permission to receive medical care in israel who tried to kill innocent israeli doctors/nurses using ""bomber pants.""  great video of her discovering the bomb wouldn't activate, however us msm {mainstream media} other than fox refused to air it.)

on page 92, we learn of arafat crony and current pa leader abu mazen's (the same oslo and road map violating, terrorist supporting/enabling, holocaust denying, chain-smoking mazen that gw brazenly brought to the white house) recommendation to target specific ethnic types of jews for murder.

throughout the story, if indeed the cabinet was mislead, we learn that this deception had negative military preparedness consequences.  specifically, a failure to call up the reserves.

to his credit and unlike journalists robert fisk (pity the nation) and thomas friedman (ny times, from lebanon to jerusalem), mr. schiff reminds us of the level of terror practiced by ray-ban wayfarer wearing arafat even inside his own plo.  on page 147, we learn of palestinians killing palestinians that were given the chance to evacuate an area prior to idf action.  in this episode, three children were gunned down in front of their father.

on page 149, the authors engage in a disgusting bit of analysis about the minds of idf members.  in discussing a particularly brutal phase of the operation, the author's ask ""was it perhaps fueled by an even deeper sense of vengeance for all the harm and hatred that the jews had suffered at the hands of others over the centuries?""  and further, ""how would the grandparents of these boys have reacted to the scene of mayhem...?""  are you kidding me??  these members of the citizen army were probably quite sick of repeated murders of innocent israeli citizens and committed to seeing their country living in peace.  meanwhile, the un, the left/doves, the media, and others seemed to downplay or turn a blind eye to arafat's involvement in the many terrorist attacks conducted by the plo prior to the lebanon operation.  in my humble view, something had to be done.  prime minister begin agreed with sharon's initial plan on eliminating the terrorists in beirut. 

page 152 features more america bashing, culminating in an accusation that the us was an israeli dupe.

the story of the military operation is detailed completely.  and no discussion of the lebanon operation would be complete without mentioning the incidents in the refugee camps in sabrit and shatilla.  i'll leave it for the reader to decide on this operation, but in short, israel relied on their ""allies"" in lebanon to rid the camps of terrorists.  most assuredly, after the palestinians brought havoc to these people, they wanted revenge.  the result: some civilian deaths to go along with the ""clean up"" operation and a rebuke of several israeli figures including prime minister sharon.  
folks, war is not pretty and the us faced similar choices in partnering with the northern alliance in afghanistan.  many to this day say that is why we allegedly ""lost"" bin laden in tora bora instead of adequately deploying our troops on the pakistan border.  general tommy franks says this would not have been possible and i believe him more than the kerry/kedwards crowd.  our ""ally"" pakistan would not have tolerated a us presence, given that they were one of only three governments with relations with the taliban.

as for the author's attempts to rid israeli society of prime minister sharon, it didn't work.  he forcefully fought the charges emanating from the investigation into the lebanon operation.  after yasser walked all over clinton in barak in 2000 and launched/restarted the intifada, israel voted for ""arik"" and his platform of not negotiating with arafat.  sadly, no tragically, he is haphazardly implementing his ""disengagement plan.""  six weeks prior to its start, it appears the plan is not well thought out and polls show that israelis are increasingly against it.  moreover, turning land over to terrorist supporting mazen will embolden those that seek israel's destruction.  israel expects terror gangs of hamas, islamic jihad, and mazen's own fatah to immediately set up shop in the west bank and begin terror operations.  

so looking back mr. schiff and ya'ari, who was right?  terror coddling doves such as rabin (who at least acknowledged the danger in trusting arafat) and peres or likud hawks such as sharon (and netanyahu)?  

let the reader decide.  i know who i would trust with my security:  likud members sharon and netanyahu.
"
1280,"when i purchased this book i expected it would be life from a particular  bacteria's perspective.  by this i mean, &quot;well, today our host started  a new antibacterial therapy.  the last round of therapy was tough, but we  managed to make it through unscathed.  i'm confident we'll survive.&quot;   unfortunately, what i read was a scientific book written in non-scientific  language.  as a biology major in college and a medical student now, i've  read many scientific books written in scientific language.  so many that  they are pretty much all i can relate to anymore.  ha!  actually, that  statement has more truth in it than i care to admit, but i thought this  book would be a nice change of pace.  instead, it's a listing of  information about a certain bacterial species that i could have extracted  from bergey's.  the book is undramatic and uninteresting.  i wouldn't  recommend it to anyone
"
1641,"i thoroughly enjoyed the author's earlier work on how the irish saved civilization.  but this book was a disappointing compendium of greek myths, legends and history that never reveals a plan behind the book.  taken in its subparts, many sections are engagingly informative in an elegant if sometimes pretentious prose.  yet the author ambles from here to there in a disjointed narrative with interesting nuggets but little insight.  where's the big picture?  the author attempts to wrap it up at the end with a sentence about the greeks' ""variety of human response, lightening quick transmutations, resourcefulness, and inexhaustible creativity.""  

a subtitle like ""a greek treasury of personal vignettes"" might have been more descriptive and merited another star. but it falls short as a ""hinge of history"" with impoverished and even maladaptive connections (fdr as solon - really?) to the modern world. i am sorry to not recommend it.
"
